category,createdDate,storyTitle,amountRaised,goal,donors,campaignLength,likes,shares,city,state,story
"Medical","October 20, 2018","Support for Jaya","$26,197","$30,000","230","5","224","973","PHILADELPHIA","PA","Our NewsWe are sorry to tell you that our Jaya Hanuman Shakti was diagnosed with invasive lobular breast cancer a few weeks ago ( 7 days after her 34th birthday). Jaya is a ray of light in our family - delighting us with her humor and her stories. While we are confident that she will recover fully with medical treatment and concurrent alternative therapies  we know that the coming months will be emotionally and physically painful for Jaya  which is heartbreaking for us all.The PlanShe has already undergone multiple mammograms  MRIs  ultrasounds  biopsies  and appointments with surgical and medical oncologists at UPenn to gather information which will drive her treatment plan. Fertility preservation  surgery  16 weeks of chemotherapy  reconstruction  possibly radiation  and other procedures/tests/drugs are in the near future.  As you can imagine  breast cancer treatments are expensive. Some procedures are partially covered by insurance but others are not (such as egg banking). Things which will help her manage the surgery and chemo – such as acupuncture  herbs  supplements  and nutrition - are costly out of pocket expenses.  It is Jaya's wish to do the surgery  treatments and recovery at home with family in Florida. With this in mind  Jaya is moving out of her Philly apartment  getting Florida health insurance  and treatment will soon continue in the Sunshine State.Our Hope      We are now reaching out for help as we anticipate $30 000 in out-of-pocket costs within the next few months.  Contributions of any amount are truly valued- thank you from the bottom of our hearts for being part of Jaya’s circle of healing.Please keep Jaya in your hearts and prayers. Although it's been overwhelming  to say the least  she has high spirits and hasn't lost her sense of humor. We encourage you to post your messages of encouragement for her here. Your love and support are deeply appreciated."
"Medical","November 16, 2018","Miracle for Meg","$26,055","$100,000","388","5","382","415","SAVANNAH","GA","!!Please check our UPDATES (the tab right of 'Story') for important information!!Follow along on her journey:Meghan's Photography Work Meghan's Personal Instagram Our sweet friend Meghan is in immediate need of surgeries and medical treatment in order to aid multiple complications arising from a degenerative disorder called Ehlers-Danlos Syndrome (known as EDS.) Though we are providing her with care and support  cooking meals for her  carrying her up and down stairs  laughing and crying with her  her condition has gotten to a point where we are unable to give her the serious medical care she requires.Though we would not shy away from the challenge if we knew how! That is the contagious spirit we've absorbed from our friendships with Meghan. You see  Meghan has an oversized heart (figuratively; the best kind!) and we know that she will not let her condition put limitations on the opportunities in her life. But she needs our help. Aside from her physical condition  pain has touched many areas of her life  and although it is not our place to share those things publicly  we can tell you that she is grateful for her life and uses that pain to learn about herself and help others.Somehow  she is beaming with innocence and courage.With your kindness  we are raising money for upcoming costs related to complicated  major surgeries  that will change her life. Just like she has changed ours. We'll give you more details below.This is Meghan's story:A few months ago Meghan was bounding in the waves along the coast (floating helps relieve weight from her muscles and bones ) taking her Australian dogs on a roadtrip in the North Carolina hills and creating beautiful photographs as a professional photographer. Now  she struggles to walk to the bathroom. Sometimes she will even get down and crawl on the floor. As her friends  it is heartbreaking to watch what seems like never-ending waves of taking over her life.So  What's The Deal?Without going into too much detail  Meghan is suffering from a diverse array of chronic pain and degenerative symptoms due to Ehlers-Danlos Syndrome. EDS is a disorder that causes hypermobility in joints and affects the connective-tissue in those that have it. Connective-tissue is the skin that wraps around our organs  muscles  nerves  veins and so on. Recently  connective-tissue was classified as an organ  which gives us so much hope for the future of EDS research and quality of life for those with EDS (hang in there guys.)Due to EDS  Meghan's joints bend in ways that ours do not  and it can be very dangerous. Large  dark bruises appear on her body overnight. We're pretty sure she's not a street fighter!Among the many symptoms that come with EDS  she experiences constant pain from the moment of waking up  all the way until the end of the night. Sometimes the days don't end for Meghan  and she cannot fall asleep for multiple days because of excruciating pain. But  what kind of pain?EDS is her overall condition  but it is common to have a bundle of disorders with EDS.Meghan also has Tethered-Cord (TC) which is when the spinal cord fails to detach from the bone structure of the spine. This likely happened in the womb  and causes many mobility issues and nerve issues  such as complete numbness in the legs (Meghan often can't feel her legs even when walking or driving ) intense and uncontrollable muscle spasms that happen at any moment and a variety of shooting pains throughout the nerves in her lower body. Just to name a few. There is also not much dura around her brain  which is basically jelly that cushions the brain against vibrations. Most people don't have to worry about it  but when driving Meghan we try to take side roads that have the least amount of potholes and cracks  because her brain jams into her spine on a slight bump and causes immobilizing pain. Just imagine your brain in a vice. Then there is the craniocervical instability. It means the vertebrae in her neck that support her head are highly unstable  and they actually pinch her brain stem. She cannot turn her head much at all  and she especially cannot tilt her head back like when you want to feel the rain on your face  or look at the clouds.And also POTS. Postural orthostatic tachycardia syndrome if you want the full name. In simple terms  it is a syndrome which interferes with the rate of bloodflow as well as the heart rate. Sounds pretty straight forward  but it causes Meghan's body to have difficulty regulating her temperature  feeling extreme heat and cold in a place that is room temperature. It also causes gastrointestinal complications  foggy brain  fatigue  anxiety  headaches and migraines  intense chest pain and insomnia  to name a few. Her body is attacking itself in what seems like an endless cycle of pain. It is fighting itself and shutting down.Here's What's NextMeghan has been pushed off of her health insurance and is not eligible for disability. Currently  her family and friends are providing basic care and needs around the clock  but she urgently needs surgery. Like  yesterday.Earlier this week (mid-December) her primary EDS specialist in Baltimore  Dr. Clair Francomano  decided that the most important need for Meghan is to undergo a surgery for Tethered-Cord and detach her spinal cord from her spine. This surgery will be performed by Dr. Petra Klinge also in Baltimore  but we need to get Meghan there as soon as possible for a consultation.We are unsure how we will accomplish this financially  but nothing is impossible and we love our friend to the end of the earth. Following the surgery for Tethered-Cord  Meghan will rest and recover before having a Spinal Fusion surgery peformed by Dr. Frasier Henderson in Baltimore. This surgery will fuse her C1 and C2 vertebrae  stabilizing her neck and relieving pressure from her brain. It is a common experience by those who have undergone this surgery that their normal pain level goes from an 8-9/10 down to a 2-4/10. One day while we were watching her dogs Waverly and Dakota run in the park  Meghan told me that she dreamt of being able to run in and out of the trees with her dogs for just one minute. With this surgery  that would be a real possibility.What Meghan Needs From YouIf you are reading this  donate $1. There will be friends  family and strangers who will donate much more  but most people will not be able to. If a thousand people see this and donate $1  that $1 000 will cover roundtrip travel to her first surgery  two consultations or just a lot of milkshakes from Five Guys  which Meghan loves.It is not easy to understand what Meghan is going through by reading scientific reviews of her symptoms  or even reading this GoFundMe campaign. But when you see it with your eyes  it is right there; she is a wonderful person  and she is in so much pain. Let's succeed in raising the funds Meghan needs to enjoy some of the most basic things  like looking at the clouds. All donations made to this GoFundMe campain will go towards:- Major surgery for Tethered-Cord with Dr. Petra Klinge- Major surgery for Spinal Fusion with Dr. Frasier Henderson- Flights  hotels  Air BnBs  Ubers and expenses related to travel for surgeries- Service dog training through Compass Key Organization for Waverly  her energetic and loyal Australian Blue Heeler- CT scans needed - Living expenses during recovery- Health insurance premiums- In-home caregiver when needed- Mobility aids - Medical bills associated with consultations  surgery  bracing  orthotics  hospital fees etc."
"Medical","February 28, 2019","Manny&apos;s Cancer recovery","$26,005","$100,000","267","1","265","1.6k","MIAMIBEACH","FL","On February 1st 2019 after a few days in the hospital due to complications with blood clots in his legs  Manny or Mandingo as he is so lovingly known  was given a diagnosis of Stage 4 Non Small Cell Lung cancer. This was a complete shock. Not only is he a non smoker and an avid free diver and fisherman but otherwise a very healthy person who showed no symptoms that something was wrong. This particular cancer although most common in Non-Smokers  is still very rare to find in someone of Manny's age range.Despite this heavy diagnosis Manny is considerably one of the luckiest people I know. . You can say that someone or something has always had their eye on him  helping him get out of situations you would only see in movies... The \"Force\" is strong in him. Thus far  this situation has been no different. He was able to obtain health insurance right before the cancer diagnosis  he tested positive for a Gene mutation that is very responsive to a particular treatment he is currently on  but most importantly and above all he is surrounded by people who love him that will do anything they can to help ease any additional stress possible during this difficult time. At this point Manny's only job is to heal. This is the reason for this go fund me. The money donated will help pay off his current medical debt which is north of $10 000 as well as help sustain his monthly expenses during his treatment. Although his insurance company very reluctantly approved of the $14 000 per month medication Manny is currently taking  it is possible that they can deny coverage in the future. The thought of that kind of financial stress is daunting. He is currently on his 10th day of treatment and besides following his doctors orders  he has also started following a restricted diet  maintaining his daily presence at the gym and going fishing as often as possible to maintain low stress levels. The funds collected throughout this campaign will ensure that his focus can remain on healing and not on the strain that finances can cause. Manny has been so incredibly strong during this and has been great at maintaining his friends and family as optimistic and positive as he has been. Assuring us that this will just be another crazy life story to add under his belt.Thank you all in advance for your donations  support  & prayers."
"Medical","January 21, 2019","Help for Nancy Reid","$25,600","$30,000","101","2","99","25","ARLINGTON","VA","Dear all:A few months ago  our dear friend Nancy Reid was diagnosed with breast cancer  and within a few days of her diagnosis  she was laid off from her job  losing not just her income but her health insurance as well. Nancy has now undergone surgery  and is receiving chemotherapy treatments. The chemo has left her so debilitated that she has not been able to look for work full time  although in between treatments she has managed to find temp work occasionally. We would like to help Nancy in her journey by providing some peace of mind that her financial needs will be met during this trying period. To that end  we hope you can contribute to our goal -- any amount would be greatly appreciated  as would words of appreciation and encouragement!If you know Nancy  you know that she is kind  caring  and a true friend. Let's show her our love and appreciation by being there for her in her time of need!Thanks so much!Betty Fernandez & Karen PhillipsPS -- Please help us by sharing the link to this page with others who may know Nancy and may want to help  and by sharing on Facebook and Twitter."
"Medical","March 30, 2019","Loving father fighting cancer..","$25,345","$200,000","161","17","162","1.1k","KENNEWICK","WA","Por favor ayuda a Otilio Ruiz  él es un padre amoroso de 3 niñas y un esposo maravilloso. Fue ingresado en el hospital el jueves 3/28/19  porque vomitaba sangre y no podía respirar. Una vez en el hospital  nos dijeron que tenía neumonía  que tenía una presión arterial muy baja y hemorragia interna. Ha tenido el apoyo de oxígeno en él al 100% y su cuerpo está teniendo dificultades para combatir la infección  mantener su presión arterial y respirar. Lo tienen en coma médico y paralizado. También acaba de ser diagnosticado con leaukimia. Su familia necesita su ayuda porque no tiene seguro médico y el dinero donado se destinará a sus gastos médicos. Si no puede donar  le pedimos sus oraciones y apoyo. Gracias ❤Please help Otilio Ruiz  he's a loving father of 3 and a wonderful husband. He was admitted to the hospital on Thursday 3/28/19  because he was throwing up blood and couldn't breathe. Once at the hospital we were told that he had Pneumonia  his blood pressure was very low and was bleeding internally. He's had the oxygen support on him 100%  and his body is having a hard time fighting the infection  keeping his blood pressure up and breathing. They have him in a medical coma and paralyzed. He also just got diagnosed with leaukimia. His family needs your help because he doesn't have health insurance and the money donated will be going towards his medical expenses. If you can't donate we ask for your prayers and support. Thankyou ❤"
"Medical","March 23, 2019","Kevin Chang&apos;s brain surgery","$25,075","$20,000","194","24","195","326","REDONDOBEACH","CA","As you may know  our friend Kevin Chang had a Stage 3 brain tumor removed last fall.  The top-notch team at UCSF is guiding him through a solid recovery  and Kevin has been a trooper  never complaining about chemo’s gut punches or the tricky business of letting his brain knit itself back together.In the process  Kevin and his family have incurred some substantial expenses.  His parents and brother have been taking turns flying out from Texas to care for him 24/7.  Though he has been making steady progress  Kevin has also been unable to work for the last six months as he focuses on healing.Kevin is currently undergoing chemotherapy and anti-seizure treatments  and visits his doctors regularly.  Though his health insurance has covered most significant costs thus far  the UCSF team is actively exploring alternate treatments (such as IDH1/2  immunotherapy  and other supplemental clinical trials and studies) which may not be covered.  Kevin wants to have the flexibility to say “Yes  let’s do what the doctors recommend ” and be ready for an out-of-pocket expense right away.  Wrangling with the insurance company shouldn’t delay critical treatment.  Given the complexities of the US healthcare system and the rigors of recovering from brain surgery  Kevin will need all the help he can get.We’re pulling for Kevin to make a full recovery  and appreciate any help you can throw his way.  Let's get Kevin back out into the sand  surf  and snow he loves."
"Medical","February 17, 2019","Support Coach Kelsey","$25,000","$25,000","86","1","87","167","LONGLAKE","MN","For everyone that knows Kelsey  you know what joy and energy she brings to whatever she does.  Kelsey is currently in graduate school full time  has clinicals for her grad program at Mayo Rochester  has two jobs  three kids with her wife Heidi  and does it all with a smile!  Unfortunately  she is currently facing a medical challenge  and we're hoping to help Kelsey and her family through this in any way we can.A little history on Kelsey's family:When Kelsey was just 4 years old (her twin brothers were 1)  her mother Laurie was diagnosed at the age of just 31 with an aggressive form of breast cancer. By the time Kelsey was in 5th grade  the cancer had progressed to stage 4  and metastasized to other parts of her body with the prognosis that she had only 2 years to live. However  due to Laurie’s incredibly active and healthy lifestyle as a marathon runner and avid nutrition enthusiast  she persevered for 6 years instead of 2! Sadly  when Kelsey was 16 years old  her mother died from metastatic breast cancer after a long  12 year battle. Kelsey’s mother fought the cancer with valiant determination and will. Growing up  Kelsey participated in the Susan G. Komen Race for the Cure every year  and ran by her mother’s side. Kelsey attended countless chemotherapy and radiation treatments  surgeries  etc. with her mother. Fighting cancer became a daily event  and a regular part of life for Kelsey and her family. Kelsey’s mom was always clear - be determined  be confident  and do everything you can to stay healthy.  She coaches at FitHaus (OurHaus CrossFit) and embodies the example of health and wellness we hope to share with everyone that walks through the doors.Kelsey (and her two younger brothers) have been tracked since a very young age due to the genetic component that is so commonly associated when breast cancer is diagnosed and terminal at such a young age in the mother. After several rounds of testing over the years and many recommendations from both Kelsey and Laurie’s previous primary and oncology doctors  Kelsey needs to undergo a double mastectomy as she is in the top 20% of high risk for breast cancer. Even though she does not test positive for the BRCA 1 and BRCA 2 genes  there are many other genes associated with breast cancer  and with all variables included  doctors are highly suspect there is a genetic component at hand and are recommending surgery as a preventative measure as soon as she can since Kelsey is within 5 years of the age her mother was diagnosed. Kelsey’s mother and great grandmother both died of aggressive forms of breast cancer at young ages and due to the pathology of the type of cancer Laurie had  doctors and Kelsey and her family do not want to take any risks. Your help would be SO appreciated:Unfortunately health insurance only covers double mastectomy surgeries if the BRCA 1 or BRCA 2 genes test positive. Since this is not the case for her  Kelsey and Heidi will have to take on the costs out of pocket despite the medical necessity of completing this surgery. With this in mind  our FitHaus family would like to support their family in any way we can  one being financially.  That is why we have set up this Go Fund Me page ... to help Kelsey and her family pay for the medical costs for her surgery and give back a little to all that Kelsey offers us on a daily basis.Kelsey is scheduled to have surgery March 20  2019 and will be off from coaching at FitHaus for about a week before returning.  There will be other ways to help out Kelsey and her family  but if you're able to contribute financially  that would be so appreciated by all."
"Medical","February 26, 2019","Angels for Andrea","$24,832","$25,000","295","1","302","","SAYVILLE","NY","On Monday  February 18th  Andrea Morrione-Canning was admitted to the hospital for an undiagnosed brain condition.  An MRI confirmed abnormalities on her brain. She underwent emergency surgery on February 20th to biopsy what doctors’ believed to be three individual masses but this was not the case. The surgeon discovered that the swelling and pressure on Andrea’s brain is being caused by a “web” of lesions. Tissue samples were sent to pathology but all of testing to date has come back negative and inconclusive of a diagnosis. Andrea is receiving antibiotics as well as steroids to reduce the swelling and pressure on her brain. As a result of Andrea’s condition  she is experiencing memory loss  confusion  and the inability to function independently.Andrea currently remains in ICU and will require inpatient rehabilitation for an undisclosed amount of time. Hospital bills are increasing rapidly and soon rehabilitation costs will pile on as well.  In addition  a week prior to Andrea’s hospitalization  she started a new job  thus resulting in the termination of her family’s health insurance on February 28th.  Andrea’s husband  Tom  must now take on the cost of a much higher COBRA Health Plan premium for their family  in addition to losing Andrea’s monthly income and the growing medical expenses. Friends and family have been asking what they can do to help  so we have set up this fundraising page to help support Andrea  Tom and their two beautiful daughters  Ashley and Sarah.  We are extremely grateful for your generosity and sincerely appreciate any amount that you are able to donate. Please keep the prayers coming!"
"Medical","December 23, 2018","Allison Brimhall&apos;s Emergency Medical Expenses","$24,152","$40,000","657","3","805","9.8k","SouthJordan","UT","Stevens-Johnson Syndrome:  On November 22  2018 Allison Brimhall (36) was taken to the hospital with symptoms of pneumonia.  After initial diagnosis and some medications  she was discharged with oral antibiotics. Her symptoms began to get worse within hours  which required fluids to alleviate her elevated heart rate and IV antibiotics at the infusion center. The second day at the infusion center  she was transferred by ambulance to IHC. Eventually she was transferred to the ICU at the University of Utah hospital in Salt Lake City where she was finally diagnosed with Stevens-Johnson Syndrome.Not many people (and doctors) are aware of Stevens-Johnson Syndrome (SJS) which delayed the initial diagnosis and made her case very serious  very fast.  SJS is a potentially deadly autoimmune disease that usually results from a drug reaction.  It can be caused by taking something as simple as ibuprofen.  In Allison's case  it's currently being investigated what caused the reaction. At the time of her transfer  she was receiving 3 different IV antibiotics. Another form of Stevens-Johnson Syndrome is called Toxic Epidermal Necrolysis (TEN).  Both forms of the disease can be deadly  extremely painful and distressing.  TEN manifests itself by causing the skin tissue over more than 30 percent of your body  as well as inside your mouth and throat  to begin to blister  die and detach.  This was the case with Allison  her skin rashes (or lesions) blistered and peeled and severely affected her ability to swallow and breath as the lesions attacked her mouth and went down her throat which was not only very painful but life threatening as well. It is comparable to having 3rd degree burns all over your body and inside your mouth and throat  which is why many people afflicted with SJS are often treated in Burn Units. SJS/TEN caused the top layer of Allison's skin and her mucous membranes  such as those covering her lips and eyes to peel off in waves.  Treatment was assessed at the University of Utah hospital and Allison remained in ICU for several days as her symptoms worsened.  Treatment included standard therapies used for major burns and the most severe were the lesions on her eyes.  Allison was given 20 minutes warning that they were going to perform emergency surgery to save her eyesight. It would require her to be blind for nearly two weeks  and even then there was no way to predict the outcome of the surgery.  Her eyes were sewn completely shut for nearly two weeks  she could not see anything but darkness. Allison had to be treated with high doses of steroids which were known to cause delirium and psychosis. She required 24/7 care which often was her devoted husband  Kevin  friends Misty and Jen.  Allison’s pain management was not under control  and continuously made her ill. She would wake up in the middle of the night in the midst of delusions unable to see and she did not know where she was or what was happening to her.  Symptoms persisted and worsened for up to two weeks before the skin and mucous membranes began to start to regress. Even though the lesions have begun to heal  it takes months to recover from SJS.  The surgery she had on her eyes was a success  however  she does have some residual issues seeing clearly which we hope will improve with time. Allison will be required to be followed for several years  and may require additional surgeries.  One of the most unfortunate consequences from this traumatic experience is the fact that Allison has now been diagnosed with PTSD due to the weeks of blindness  uncontrollable pain  and psychosis brought on by the IV steroids. The purpose of this Go Fund Me page is two-fold.  One  to increase the awareness of Stevens-Johnson Syndrome and how it can affect anyone at any time  and two  to help the family with the enormous hospital and doctor bills they have incurred.  While Allison did have health insurance  most of the hospital expenses were considered \"out of network\" with substantial out of pocket costs. It is unclear at this time if the insurance will pay for any of the costs related to the \"experimental\" eye surgery.  We do not have a final amount of these costs yet - only an estimate  but any amount you can donate will be extremely appreciated by Allison and her family.Allison was separated from her 5 daughters for nearly one month and they are extremely happy to have her home.  She still requires nursing care and regular doctor visits and it will be many months before the peeling blisters all over her face and body will fade. There will also need to be ongoing evaluations to make sure her internal organs are not affected   Allison wishes to express her heartfelt appreciation to everyone who cared for her family in any way at all  from taking the girls overnight and to school and bringing in meals for the family.  The entire family is grateful in ways they simply cannot express in words.Sincerely Lisa West (aka: Grammie)"
"Medical","November 4, 2018","Jessica&apos;s Bone Marrow Transplant","$24,080","$75,000","334","5","327","363","FANWOOD","NJ","November 4  2018My daughter  Jessica Yorkovich  was born with Diamond-Blackfan anemia (DBA)  a rare congenital bone marrow failure disease.  Failure of the bone marrow (the center of the bone where blood cells are made) to produce red blood cells causes DBA patients to become severely anemic.Jessica had been on medication for all of her life to help control her condition.  But  for the past 10 years  she has needed monthly blood transfusions to augment her red blood cell production.  As a result of these transfusions  she has iron deposits in her major organs (heart  liver  etc). To control this iron overload  Jessica has been on a chelation infusion 24/7 for the past year.  This chelation did not help reduce her iron overload.Her doctors are now concerned that she may be transitioning to aplastic anemia.Jessica is admitted to Hackensack University Medical Center where she is undergoing second round of chemotherapy and a bone marrow transplant.  As expected with chemotherapy  she is having a rough time with her symptoms and has developed heart failure and pneumonia.For the next many months  Jessica will be unable to work due to exposure to other individuals and having a weakened immune system.Her Mother is a  Special Education Teacher for the Deaf and Handicapped and is on family leave to take care of Jessica.  Her Father is a disabled war Veteran  who is unable to work. The family income has been greatly reduced.We are asking your help with Jessica and her family.  In addition to the limited family income  there are unpaid medical bills and it is also necessary to perform home modifications to ensure her safety over the next year while her new immune system develops.  In January 2019  she will not have health insurance due to her age.Thank you in advance for your assistance ... it is really appreciated.Peggy YorkovichUpdate: November 12  2018Jessica was taken for an TEE (transesophageal echocardiogram) this morning.  They are concerned that she may have a heart valve defect that may need to be corrected.  A TEE allows a better/internal view of the heart's structure.  The doctors were unable to perform the procedure because she is in respiratory distress. Update: November 13  2018Finally some good news.  Sort of.  Jessica feels a little better today and the TEE was able to be performed.   The heart mitral valve defect was discovered.  One of the 2 valves was completely deformed and most of the work was done by the other part of the valve.The cardiologist feels that this can be controlled by medication for the time being.  Further evaluation and any treatment can be performed after she is discharged from the hospital.Update: November 15  2018Very unhappy little girl today.  She was expecting to come home today  but her blood counts are down  she has respiratory distress again  and nosebleeds. Another chest x-ray is going to be performed.Update: November 17  2018She's home!  Very happy to sleep in her own bed and see her puppy.   We definitely have a lot to be thankful this Thanksgiving.  Now the long road to recovery begins ...Thank you everyone for your help during these difficult times.  Happy Thanksgiving!"
"Medical","April 7, 2019","Support Hannah&apos;s Breast Cancer Fight","$23,944","$50,000","307","9","311","965","KLAMATHFALLS","OR","Hannah Levine is a mountain biker  instructor  adventurer  off-grid home builder  dog lover  master organizer and all around inspiration.  She has accomplished more in her 32 years of life than most do in a lifetime.  I was lucky enough to meet Hannah in the Fall of 2017 and somehow convince her to travel the country with me in my travel trailer.   In the summer of 2018  Hannah and I decided to settle down and purchase our dream property in Southern Oregon.  We broke ground on our A-frame cabin in January  at the time thinking we were taking on the challenge of a lifetime.  Little did we know  only 3 months into pursuing our off-grid dreams  we would be facing an even bigger challenge.On Wednesday March 20th  Hannah went in for a mammogram and ultrasound to investigate a lump she noticed in her left breast.  After reviewing the initial images  the radiologist expressed concern and asked Hannah to return that afternoon for a biopsy and additional images.  5 days later we got the pathology report back and early on Monday March 25th Hannah received the life changing call.  Hannah was diagnosed with breast cancer.The days that followed were a whirlwind of activity - coordinating doctors visits  researching treatment and making arrangements to clear Hannah’s plate so she could focus 100% on beating this cancer.  After additional testing  Hannah was further diagnosed with Stage 3 Triple Negative Breast Cancer.  A triple negative diagnosis means that the three common types of receptors known to fuel most breast cancer - estrogen (ER)  progesterone (PR) and the human epidermal growth factor 2 (HER-2) - are not present in the tumor.  Triple negative breast cancers are more aggressive and difficult to treat.  The cancer is also more likely to spread and recur.  Hannah’s tumor is relatively large  6cm and growing  and has invaded lymph nodes  putting her at stage 3.  Additional tests are underway to check for metastasis  but we are hopeful the cancer has not yet spread to other parts of the body.  With all of this said  recent advancements in treatment have greatly improved the prognosis for this diagnosis.  We have also started to gather details on clinical trials across the country  should we need to explore alternative treatment options down the road. Hannah has lined up a great team to help her through her journey at St. Charles Cancer Center in Bend.  Her current treatment plan includes 16 rounds of chemo over the next 5 months  followed by a double mastectomy and then radiation.Hannah’s aggressive treatment plan will pull her away from the things she loves most - riding her mountain bike  building our off-grid house  teaching mountain bike skills  cooking and traveling.  Hannah has climbed a lot of mountains in her lifetime but this will be the toughest uphill climb she’s faced yet.In addition to the unwavering support of Hannah’s parents and extended family  she has seen an overwhelming outpouring of support from her community of mountain bikers  friends  colleagues and even digital strangers who have followed her through her numerous inspiring journeys.  As you likely know  Hannah is fiercely independent and with that  a bit hesitant to acknowledge when she needs a helping hand.  But right now  she really does need our help.  Your support here will allow us to reduce the financial burden of this diagnosis and give Hannah a safe space to heal.  We are just 2 weeks into this journey and the expenses have already started to mount.  While Hannah has health insurance  living 2 hours from the cancer center will require added travel and accommodation expenses.   Additionally  Hannah will likely to be unable to work for some time.Any funds raised here will help to cover a long list of expenses including:Insurance deductible / co-insurance  fuel costs to/from St. Charles Cancer Center  accommodations 1-3 nights per week in Bend for the next 9 months  non-covered medical expenses  nourishing meals  plus anything else she may need to be comfortable during her battle.Through all this  Hannah has remained incredibly hopeful and good spirited.   We will continue to post progress updates here so you can follow along on her journey and cheer her to the cancer-free finish line.From the bottom of my heart  thank you for loving and supporting Hannah.-RichardFor those who have inquired  Hannah can receive mail at the following address:Hannah Levine6510 S 6th St #135Klamath Falls  OR97603Hannah will also continue to share her journey on instagram @hannahandvannah"
"Medical","March 29, 2019","Hope for Kali: Recovery from Massive Stroke","$21,730","$100,000","257","18","262","1.3k","SAINTPETERSBURG","FL","On Tuesday  March 26th  our beautiful  precious Kali suffered massive  multiple strokes followed by intracerebral hemorrhaging. Her injuries are devastating and she remains in critical condition on life support in ICU.  This past week  she went through 4 emergency brain surgeries within 36 hours including the removal of the right side of her skull to accommodate brain swelling. She is now also fighting pneumonia and extreme measures were taken to lower a very high fever which can cause additional brain injury. Like a warrior  she is fighting for her life every hour  although her deficits from her stroke remain unknown.Kali is very self reliant and has never asked anyone for anything in the course of her young life. With her whole future ahead of her  she was working towards her Masters in English Literature at USF and paying her own way by also working full time as a server. Like 44M other Americans  Kali did not have adequate health insurance and her medical bills are already mounting with no end in sight. Her family was told yesterday by hospital staff that she will not qualify for the extensive level of rehabilitative care she needs due to her being self pay and that her healing and rehabilitation will likely be needed for several years  if not the rest of her life. Kali has a loving family who will do whatever is in their power to give her hope of regaining her life  and she has a wonderful network of friends  but her current and future medical and emotional needs will be so tremendous that even all together there is not enough resources.  We are asking for donations to help with these costs and give Kali hope to heal with the proper care.If you have had the pleasure of knowing Kali in any capacity  you know how very special she is and how giving and loving she is. She is an avid reader  loves to learn  and embraces everyone with open arms. She is known as a fighter for good causes and human rights and volunteers her time for many local nonprofits. She loves animals and has 2 sweet dogs that miss her terribly.  She is a kind  generous  good  beautiful soul and the world needs her in it.Even a small donation will help and any amount is so appreciated. Please continue to send your prayers and loving thoughts to our Kali during this difficult time  even if you can not donate. We are sharing your stories with her everyday and words of encouragement and we believe with all our heart she is hearing and feeling your love and support.  She has been our bright and beautiful angel since the day she was born and we all are dedicated to seeing her sweet smile and hearing her amazing laugh again soon. Please help us.We will be posting updates as much as possible and and also have a Facebook page for updates as well: https://www.facebook.com/hopeforkali/Daily words of support mean so much to us. <3Thank you for your support in this devastating time--Kali’s Loving Family"
